102820, 115041
36566, 36575
35007, 136804
156260, 166280
108192, 109702
116221, 161519
167346, 173448
151086, 151113
24533, 40967
131930, 161483
75094, 75116
65383, 71446
35499, 110100
152155, 152402
124928, 159092
78957, 94277
86951, 87004
39421, 110082
102837, 123388
61031, 103799
96658, 139437
100679, 108303
75187, 102470
22423, 163274
56226, 73827
55245, 90572
42729, 58497
104947, 112909
17890, 37447
118068, 161419
117459, 129358
93862, 114244
86645, 104395
128773, 130030
139612, 155226
90938, 136231
12205, 22089
110245, 119377
61318, 67647
31371, 55024
20604, 94773
77002, 77018
98637, 103509
151009, 167677
46016, 71103
134249, 174530
125222, 141285
104731, 135377
35149, 35577
44824, 53426
14258, 30720
44248, 51882
60985, 106884
45975, 54996
113259, 150429
40143, 50693
144486, 153722
43398, 86720
69341, 80469
97781, 97792
86874, 107740
57332, 68798
14090, 25022
60333, 67270
30791, 40331
31643, 35161
94275, 94293
58557, 79588
135525, 170403
124912, 141703
2892, 2914
76878, 86738
4865, 4884
6400, 6508
135895, 166807
99536, 99598
76963, 121966
65734, 76634
155786, 164399
90962, 90996
122763, 151655
55007, 87633
108483, 108484
24446, 61960
27176, 119920
72058, 94796
36946, 56688
27614, 70168
16735, 63479
150425, 173148
150967, 154983
58618, 87736
36888, 53505
140515, 172237
32383, 40929
13787, 83885
34806, 36420
99531, 99633
84435, 145608
131981, 131983
45846, 57652
35822, 40328
43936, 137344
40145, 57481
98330, 107447
12327, 23161
60311, 165490
35467, 54179
18629, 32145
70311, 91715
158707, 167114
90653, 90717
160237, 167858
64655, 64728
33800, 49318
49315, 76848
77608, 136286
61455, 75991
121369, 121455
36332, 57743
61413, 84445
107754, 107758
156297, 169010
17883, 35317
